resample,accuracy_delta,macro_f1_delta,class_f1_A_delta,class_f1_B_delta,class_f1_C_delta,class_f1_D_delta,parse_rate_delta,mean_latency_seconds_delta,mean_realized_tiles_delta
133,0.0031645569620253333,0.041737914638329265,0.09110771247542054,-0.044229068112764836,-0.020667726550079535,0.14074074074074072,0.006329113924050667,1.3504199967719615,0.12025316455696178
134,-0.010169491525423735,0.03571099259716376,0.06581148912437257,-0.0365141187925998,-0.047058823529411764,0.16060542358629387,0.003389830508474523,1.449055603140239,0.2644067796610168
135,0.06484641638225258,0.09729958997740934,0.1743157894736842,0.026291484514500307,0.01490015360983099,0.17369093231162192,0.0,1.3181820525040808,0.12286689419795227
136,0.06329113924050633,0.08446266635604216,0.11078350434406575,0.0612962613293051,0.08331108144192256,0.08245981830887494,0.0031645569620253333,1.2566239701029902,0.09493670886075911
137,0.01661129568106312,0.03589342055104516,0.08622950819672126,0.036316079295154124,-0.0071770334928229484,0.02820512820512816,0.009966777408637828,1.385042035905799,0.20598006644518296
138,-0.006756756756756799,0.012270656945629677,-0.0038138825324179892,-0.05146638592269509,0.13237410071942446,-0.028011204481792673,0.0,1.3569464809764678,0.1959459459459456
139,0.040000000000000036,0.0887215068364855,0.09808743169398909,0.02551583841906424,0.08890987587695626,0.14237288135593218,0.0033333333333332993,1.265003050842012,0.2666666666666666
140,0.033003300330033014,0.05292047182105364,0.06164148351648352,0.016754556827719425,0.02038262113355982,0.11290322580645162,0.0,1.38211947434548,0.14521452145214564
141,0.02189781021897813,0.04195457006910808,0.18564959944270287,0.027360988526037078,-0.1576923076923077,0.11249999999999999,0.007299270072992692,1.4788894609711303,0.1970802919708028
142,0.02649006622516553,0.05049820718459702,0.13218276137270552,-0.028126508932882655,0.06774049786719294,0.030196078431372564,0.0,1.3906854658221073,0.2715231788079473
143,0.01779359430604982,0.04187731451509957,0.025967949467774032,-0.0029011034554213833,0.10288397048960429,0.04155844155844157,0.0,1.346114438325432,0.1138790035587185
144,0.06143344709897608,0.09491666718806951,0.26190476190476186,-0.009215967592201835,0.053519800981644605,0.07345807345807348,0.0,1.4538294705800687,0.2389078498293511
145,0.0456026058631922,0.052606950806319885,0.08858557473571521,0.021284808381582643,0.0658008658008658,0.03475655430711616,0.0,1.3485607806872275,0.14983713355048867
146,0.02054794520547948,0.038414160736577274,0.13975279106858057,0.012815091884859353,-0.05925925925925929,0.06034801925212879,0.006849315068493178,1.3802753865004402,0.13698630136986267
147,0.11400651465798045,0.12151181616789497,0.27928235213861785,0.06164383561643838,0.01827861579414375,0.12684246112238,0.0,1.3505457672730379,0.2019543973941369
148,0.06730769230769229,0.09750146513245006,0.1407919547454431,0.02551616377675625,0.0967136150234742,0.12698412698412698,0.0064102564102563875,1.3592495659205062,0.12179487179487136
149,-0.03484320557491288,0.0008702045333971453,0.08780903665814149,-0.04387947269303194,0.0012179208351457138,-0.041666666666666685,0.0,1.3652698517540138,0.2857142857142856
150,0.006410256410256443,0.030078568697175956,0.11668524712002976,-0.05795871248132556,-0.08174027686222801,0.14332801701222758,0.0032051282051281937,1.3922739440981202,0.3461538461538458
151,0.06862745098039214,0.1181868269478415,0.13652438522904842,0.01827251835659438,0.07149650349650355,0.24645390070921988,0.0032679738562091387,1.3040937060502422,0.11111111111111072
152,0.01742160278745647,0.052455247308134,0.09285714285714286,-0.008337675872850503,0.02262295081967214,0.10267857142857145,0.006968641114982632,1.3863239068447089,0.09059233449477322
153,-0.012345679012345734,0.060855015038684124,0.067994227994228,-0.047934737711689324,0.023360569872197756,0.2,0.0,1.3906829999127415,0.2777777777777777
154,0.09634551495016613,0.12913813766922883,0.16400201106083456,0.08026315789473681,0.09811320754716985,0.17417417417417413,0.0033222591362126463,1.3841368614470098,0.1461794019933551
155,0.04452054794520549,0.04142988261806496,0.15124061006146144,0.06753626287465697,-0.03934426229508198,-0.01371308016877637,0.010273972602739767,1.3688431575364906,0.17808219178082219
156,0.05501618122977342,0.088500477651414,0.008677966101694912,0.05773405512351959,0.0684248039914469,0.21916508538899432,0.003236245954692518,1.35794422937961,0.20711974110032383
157,-0.009584664536741228,0.02361635081249719,0.02648221343873519,-0.03719933317456536,0.023641304347826075,0.0815412186379928,0.0031948881789137795,1.3406887224967632,0.33865814696485597
158,0.020618556701030966,0.04039415555616893,0.08697937196163447,0.01076636673906295,0.02930402930402931,0.03452685421994883,0.0,1.3985419556645746,0.10309278350515427
159,0.0,0.03512511173202265,-0.023486901535682003,0.006651017214397537,-0.004719004719004716,0.16205533596837943,0.0,1.3785905472615123,0.1888111888111892
160,0.01672240802675584,0.02904099416046968,0.07369101486748547,0.02838221381267736,-0.03901098901098898,0.053101736972704705,0.0,1.3434195342383355,0.12040133779264206
